id,Name,ModelNumber,Price,Quantity,WarrantyStatus,DescriptionExtra,DescriptionMain,DiscountedPrice,DistributorId,Category
909,Montana,2004,85345,95,Yes,complexity,Persistent upward-trending open architecture,606,7,SUV
910,Explorer,1994,35088,36,3 Year,Synchronised,Fully-configurable fault-tolerant superstructure,4111,8,Sedan
911,924,1988,86950,76,No,systemic,Virtual system-worthy matrix,4521,4,Sports
912,Discovery,2000,28136,99,10 Year,Customer-focused,Horizontal homogeneous concept,753,3,SUV
913,Explorer Sport,2003,33667,84,10 Year,maximized,Stand-alone value-added toolset,2843,10,Luxury
914,626,1998,97844,14,5 Year,bottom-line,Self-enabling secondary complexity,170,6,Family
915,7 Series,1992,16890,50,5 Year,array,De-engineered homogeneous synergy,4579,6,Sedan
916,Breeze,1999,62760,90,3 Year,4th generation,Polarised demand-driven firmware,1894,4,Family
917,Cavalier,1993,85302,69,5 Year,Multi-layered,Profit-focused logistical emulation,1277,7,Sports
918,Aerostar,1990,70681,51,No,strategy,Automated attitude-oriented help-desk,2899,8,Luxury
919,G35,2004,93371,53,No,Stand-alone,Cloned optimal customer loyalty,3029,7,Sedan
920,Outlander,2005,73734,92,Yes,value-added,Multi-channelled explicit projection,2455,4,Sedan
921,Express 2500,2011,30067,11,No,Decentralized,Front-line zero administration data-warehouse,1605,9,Luxury
922,E150,2005,59260,12,5 Year,Up-sized,Progressive contextually-based software,1479,2,Sports
923,Grand Voyager,2000,45637,13,Yes,Operative,Front-line multimedia frame,1431,9,Luxury
924,Five Hundred,2007,99446,8,Yes,Upgradable,Customizable explicit frame,1080,1,Luxury
925,Veracruz,2009,42740,65,5 Year,middleware,Self-enabling transitional flexibility,3596,6,Family
926,Liberty,2009,46068,56,No,matrix,Integrated demand-driven standardization,3383,8,Luxury
927,H2,2006,38617,27,10 Year,infrastructure,Synergistic intangible migration,422,4,Luxury
928,RAV4,1996,26415,90,Yes,encompassing,User-centric responsive project,788,1,Family
929,Grand Am,1988,86073,96,10 Year,Cross-platform,Horizontal responsive analyzer,1216,4,Sports
930,G,2001,58759,36,No,Up-sized,Synergistic next generation installation,1197,3,Family
931,GL-Class,2009,63141,71,3 Year,dedicated,Total discrete capacity,2630,3,Family
932,Legacy,1998,11076,38,5 Year,Synergized,Stand-alone zero tolerance service-desk,3072,2,Sedan
933,Colt Vista,1993,17088,85,No,discrete,Inverse background alliance,2255,3,Luxury
934,Contour,1997,40530,61,3 Year,content-based,Ergonomic systemic conglomeration,2440,3,Sports
935,Rabbit,2006,37027,64,10 Year,contingency,Cloned 5th generation policy,620,1,Family
936,Pathfinder,1994,18247,7,3 Year,Face to face,Multi-channelled bandwidth-monitored architecture,4857,6,Luxury
937,Explorer,1995,99070,29,3 Year,directional,Centralized solution-oriented migration,440,8,Sports
938,Supra,1994,27420,96,10 Year,Assimilated,Realigned homogeneous complexity,4840,5,Sports
939,Range Rover Sport,2010,69608,3,No,optimizing,Organized homogeneous extranet,1590,4,Family
940,A6,2003,88968,8,No,Pre-emptive,Quality-focused contextually-based encoding,2746,5,Family
941,Jetta III,1995,47765,86,Yes,Self-enabling,Networked even-keeled definition,2231,2,Sports
942,Firefly,1989,32745,28,Yes,secured line,Configurable system-worthy matrix,4062,7,SUV
943,Alpina B7,2007,48128,30,3 Year,Optimized,Switchable scalable middleware,3351,1,Sedan
944,Volt,2011,77323,61,10 Year,tangible,User-friendly fresh-thinking utilisation,2463,5,Family
945,Insight,2005,23079,48,5 Year,open system,Operative interactive service-desk,2307,10,Luxury
946,Boxster,1997,75580,52,5 Year,encompassing,Reduced client-server local area network,82,9,Sports
947,Mazda3,2006,51578,44,Yes,user-facing,Public-key eco-centric definition,3281,5,Luxury
948,Prius,2003,63389,24,3 Year,interactive,Grass-roots demand-driven conglomeration,2452,5,SUV
949,Grand Cherokee,2002,44572,12,3 Year,groupware,Optional tertiary website,2806,10,Luxury
950,Lynx,1984,75089,45,10 Year,hub,De-engineered homogeneous hub,3623,4,Sedan
951,C-Class,2006,31242,4,No,Implemented,Adaptive multi-state instruction set,4450,6,Sedan
952,Thunderbird,1995,81320,91,5 Year,Function-based,Diverse 24 hour moderator,2246,7,Sports
953,Camaro,1979,76069,56,10 Year,monitoring,Up-sized methodical superstructure,4221,6,SUV
954,Equator,2010,12490,22,Yes,Adaptive,Grass-roots demand-driven array,380,9,Family
955,Samurai,1993,44434,39,No,attitude-oriented,Seamless upward-trending complexity,2665,9,SUV
956,Corsica,1996,72890,38,10 Year,Centralized,Mandatory bandwidth-monitored conglomeration,3722,2,Family
957,Accord,2007,24854,80,Yes,contingency,Networked 5th generation help-desk,4722,7,Luxury
958,Windstar,2000,15501,86,5 Year,productivity,Synergized local open architecture,2154,3,Sports
959,Town Car,1990,32340,14,5 Year,knowledge user,Focused asynchronous infrastructure,1302,2,SUV
960,Escape,2008,38126,77,No,24/7,Mandatory clear-thinking data-warehouse,4835,9,Sedan
961,XK,2006,64976,54,5 Year,Cloned,Innovative contextually-based moderator,4313,2,Family
962,HED-5,2012,72654,87,3 Year,attitude,Function-based context-sensitive knowledge user,1417,4,Family
963,57,2007,41280,91,5 Year,extranet,Profound secondary internet solution,2169,6,Luxury
964,Colt,1994,94747,55,Yes,optimizing,Re-contextualized client-driven moratorium,1875,5,Luxury
965,Chariot,1991,56668,37,5 Year,secured line,Multi-channelled heuristic complexity,4323,10,Luxury
966,Trans Sport,1999,45332,58,No,software,Streamlined optimal flexibility,4959,3,SUV
967,Galant,2000,42471,17,10 Year,Quality-focused,Sharable real-time process improvement,317,2,SUV
968,Pajero,1985,12548,44,Yes,Re-engineered,Open-architected human-resource methodology,1250,8,Sports
969,Gallardo,2003,50272,81,3 Year,policy,Fundamental background focus group,1720,4,Sports
970,Scoupe,1994,26241,46,No,asynchronous,Stand-alone next generation time-frame,537,8,Sports
971,Alcyone SVX,1996,54302,25,3 Year,application,Cross-platform full-range matrices,4931,1,Sports
972,Sienna,1999,17537,71,10 Year,Enhanced,Organized high-level internet solution,3876,4,Sports
973,Forester,2010,20892,2,3 Year,Horizontal,Down-sized optimizing budgetary management,3032,5,Luxury
974,CL,2001,27936,91,No,zero administration,Grass-roots bifurcated framework,2463,10,Luxury
975,IS,2005,96294,10,10 Year,Networked,Upgradable composite collaboration,4164,8,Sedan
976,Sonata,2009,40778,15,Yes,utilisation,Compatible coherent customer loyalty,1626,4,Luxury
977,Soul,2010,18631,36,10 Year,maximized,Monitored 24 hour contingency,2369,3,Sports
978,ES,1998,63102,79,Yes,structure,Fundamental encompassing intranet,1796,5,Sedan
979,RAV4,1996,58628,98,No,Enhanced,Synergized 6th generation knowledge user,683,3,Luxury
980,Regal,2012,86349,99,No,Reduced,Proactive clear-thinking function,4254,5,Luxury
981,Cougar,1996,43410,21,Yes,reciprocal,Exclusive multi-state contingency,3792,10,Family
982,Somerset,1987,64229,16,5 Year,scalable,Inverse next generation intranet,397,1,Sedan
983,B-Series Plus,2001,14994,50,3 Year,Re-contextualized,Inverse multi-tasking data-warehouse,2183,1,Sports
984,Tacoma,2010,72993,50,5 Year,leading edge,Devolved system-worthy open architecture,4809,8,Sports
985,Laser,1990,71626,51,No,Open-source,Optimized methodical extranet,1835,2,Sedan
986,Golf,2005,26462,7,5 Year,well-modulated,Fully-configurable motivating software,1572,2,Luxury
987,B9 Tribeca,2007,78592,16,No,uniform,Function-based transitional budgetary management,381,8,Family
988,Equator,2012,79414,52,3 Year,Vision-oriented,Managed context-sensitive analyzer,2374,4,Sedan
989,Impala,2003,72911,9,3 Year,Pre-emptive,Streamlined system-worthy structure,4827,1,Family
990,Montero,1995,14857,16,10 Year,homogeneous,Configurable value-added open system,2842,9,Family
991,Windstar,1999,81457,38,Yes,software,Open-architected optimizing extranet,2298,10,Family
992,Cobalt,2010,52799,9,Yes,middleware,Expanded systemic Graphic Interface,2855,2,SUV
993,F-Series,1993,10360,79,3 Year,data-warehouse,Diverse optimizing core,4726,1,Family
994,GTO,1997,80317,5,Yes,Proactive,Focused directional matrix,894,2,Family
995,Tempest,1965,45788,30,No,attitude,Polarised 4th generation intranet,3326,1,Luxury
996,Clubman,2008,91202,96,Yes,optimal,Reduced zero tolerance artificial intelligence,983,7,Sports
997,Mariner,2008,15748,44,10 Year,national,Triple-buffered didactic circuit,4565,6,Family
998,Stratus,2005,17080,30,10 Year,Function-based,Multi-lateral client-driven flexibility,1687,2,Sports
999,Town Car,2005,59982,15,5 Year,radical,Down-sized neutral knowledge user,3433,10,SUV
1000,S-Class,1988,62231,28,3 Year,6th generation,Streamlined responsive contingency,535,2,Luxury
